"Código del Producto","Grupo de Productos","Unidad de Medida (UdM) predeterminada","Permitir Inventario Negativo","Nombre del Producto","Mantener Stock","Precio de venta estándar"
"VV021","Velas","Unidad","1","VELON CORONA ADVIENTO","1","15500.0"
"VV020-1","Velas","Unidad","1","VELA 30 X 15 COLOR CAJA X 30 UND","1","133500.0"
"VV020","Velas","Unidad","1","VELON FRASCO GRANDE #14 X 1","1","13300.0"
"VV019-1","Velas","Unidad","1","VELON ENVASE SAN JORGE","1","8800.0"
"VV019","Velas","Unidad","1","VELON FRASCO MEDIANO #9 X 1","1","6400.0"
"VV018","Velas","Unidad","1","VELON FRASCO PEQUEÑO #10 X 1","1","0.0"
"VV017","Velas","Unidad","1","VELON FRASCO COMPOTA #13 X 1","1","2500.0"
"VV016","Velas","Unidad","1","VELON # 18","1","20400.0"
"VV015","Velas","Unidad","1","VELON # 16","1","13800.0"
"VV014","Velas","Unidad","1","VELON # 12","1","11600.0"
"VV013","Velas","Unidad","1","VELON # 10","1","7400.0"
"VV012","Velas","Unidad","1","VELON # 8","1","5400.0"
"VV011","Velas","Unidad","1","VELON # 7","1","4300.0"
"VV010","Velas","Unidad","1","VELON # 6","1","2900.0"
"VV009-1","Velas","Unidad","1","VELON Nº 2 X 12","1","22200.0"
"VV009","Velas","Unidad","1","VELON # 2","1","2200.0"
"VV008-1","Velas","Unidad","1","VELON # 0 PAQUETE 6 UNIDADES","1","7200.0"
"VV008","Velas","Unidad","1","VELON # 0 UNIDAD","1","1300.0"
"VV007-1","Velas","Unidad","1","VELA 60 X 10 COLOR X CAJA","1","159000.0"
"VV007","Velas","Unidad","1","VELA 60 X 10 COLOR X 1","1","3000.0"
"VV006-1","Velas","Unidad","1","VELA 60 X 10 CAJA X 60","1","171000.0"
"VV006","Velas","Unidad","1","VELA 60 X 10","1","3000.0"
"VV005","Velas","Unidad","1","VELA 45 X 20","1","6300.0"
"VV004","Velas","Unidad","1","FAROL PASCUALITO X 10 UND","1","5500.0"
"VV003","Velas","Unidad","1","VELA 30 X 10 GRANDE","1","9800.0"
"VV002","Velas","Unidad","1","VELA 30 X 10 ESPECIAL","1","4000.0"
"VV001","Velas","Unidad","1","VELA 30 X 10","1","5000.0"
"VR046","Varios","Unidad","1","RAQUETA MATAMOSCAS","1","19500.0"
"VR045","Varios","Unidad","1","CUCHILLO INOXIDABLE X 1","1","7300.0"
"VR043","Varios","Unidad","1","LIMA GAVILAN X 1","1","6700.0"
"VR042","Varios","Unidad","1","AGUJA DE ARRIA 7 Y 8 PULGADAS","1","2200.0"
"VR041","Varios","Unidad","1","LINTERNA GRANDE 1165 X 1","1","12800.0"
"VR040","Varios","Unidad","1","LINTERNA MEDIANA 1164","1","9800.0"
"VR038-1","Varios","Unidad","1","BISTURI METALICO","1","4500.0"
"VR038","Varios","Unidad","1","ENCENDEDOR SOPLETE","1","13500.0"
"VR036","Varios","Unidad","1","CANDELERA LINTERNA X 25","1","16800.0"
"VR035","Varios","Unidad","1","CANDELERA DE GOLPE X 25  MACAO","1","12200.0"
"VR034","Varios","Unidad","1","CANDELERA SAN JORGE GOLPE X 25 UND","1","18200.0"
"VR033-1","Varios","Unidad","1","BISTURI ENCAUCHETADO","1","3500.0"
"VR033","Varios","Unidad","1","CANDELERA TOKAI X 25","1","28900.0"
"VR032-1","Varios","Unidad","1","CANDELERA MAXI BIC UNIDAD","1","4200.0"
"VR032","Varios","Unidad","1","CANDELERA MINI BIC UNIDAD","1","3000.0"
"VR031","Varios","Unidad","1","CANDELERA EL SOL-FRAGATA X 25 UND","1","16800.0"
"VR030","Varios","Unidad","1","FIBRA X METRO","1","100.0"
"VR029-1","Varios","Unidad","1","IMPERMEABLE METALIZADO","1","12800.0"
"VR029","Varios","Unidad","1","IMPERMEABLE DESECHABLE","1","4400.0"
"VR028","Varios","Unidad","1","CARTON SUELTO","1","700.0"
"VR027","Varios","Unidad","1","STRECH INDUSTRIAL X 30 cm NEGRO","1","22500.0"
"VR026","Varios","Unidad","1","FIBRA GRUESA 170 GRS","1","3200.0"
"VR025","Varios","Unidad","1","STRECH INDUSTRIAL X 45 cm     TTE","1","29800.0"
"VR024","Varios","Unidad","1","STRECH INDUSTRIAL X 30 cm      TTE","1","18500.0"
"VR023","Varios","Unidad","1","STRECH INDUSTRIAL X 20 cm     TTE","1","12500.0"
"VR022","Varios","Unidad","1","STRECH INDUSTRIAL X 12.5 cm       TTE","1","8400.0"
"VR021","Varios","Unidad","1","MALLA SINT X 1000 MTS LEGUMBRERIA","1","115100.0"
"VR020","Varios","Unidad","1","MALLA SINT X 500 MTS   LEGUMBRERIA","1","46600.0"
"VR019","Varios","Unidad","1","BOLA TIRA X 1 KILO    MULTIUSOS","1","6900.0"
"VR018-1","Varios","Unidad","1","ROLLO FIBRA GRUESA X 130 METROS","1","3400.0"
"VR018","Varios","Unidad","1","CABUYA 1 KILO FIQUE","1","18300.0"
"VR017","Varios","Unidad","1","CABUYA 1 LIBRA FIQUE","1","11600.0"
"VR016","Varios","Unidad","1","CABUYA 1/2 LIBRA     FIQUE","1","5200.0"
"VR014-1","Varios","Unidad","1","ROLLO FIBRA 450 MTS","1","16000.0"
"VR014","Varios","Unidad","1","ROLLO FIBRA SEMIORIGINAL 5 KILOS","1","0.0"
"VR015","Varios","Unidad","1","ROLLO FIBRA GRUESA 5 KILOS AMARILLA Y NEGRA","1","82800.0"
"VR013","Varios","Unidad","1","ROLLO FIBRA DELGADA 600 METROS","1","3900.0"
"VR012-1","Varios","Unidad","1","ROLLO FIBRA 1 KILO SEMIORIGINAL","1","12500.0"
"VR012","Varios","Unidad","1","ROLLO FIBRA DELGADA 1 KILO","1","18800.0"
"VR011-1","Varios","Unidad","1","ROLLO FIBRA  GRUESA X 150 METROS","1","3700.0"
"VR011","Varios","Unidad","1","ROLLO DE FIBRA GRUESA 1 KILO NEGRA-AMARILLA","1","16000.0"
"VR010","Varios","Unidad","1","ROLLO DE FIBRA GRUESA X 350 METROS","1","6300.0"
"VR009","Varios","Unidad","1","BOLSA DE PAPEL PANELERA","1","1200.0"
"VR008-1","Varios","Unidad","1","COSTAL PAPERO X 10 KILOS","1","1000.0"
"VR008","Varios","Unidad","1","COSTAL PAPERO DE 5 KILOS","1","800.0"
"VR007","Varios","Unidad","1","COSTAL PAPERO DE 50 KILOS X 1","1","1000.0"
"VR006-1","Varios","Unidad","1","COSTAL TOSTADO X 50","1","45200.0"
"VR006","Varios","Unidad","1","COSTAL TOSTADO X 1         LAMINADO","1","1000.0"
"VR005-1","Varios","Unidad","1","COSTAL PAYASO X 25 MULTIUSOS","1","71200.0"
"VR005","Varios","Unidad","1","COSTAL PAYASO X 1 COLORES","1","3000.0"
"VR004-1","Varios","Unidad","1","COSTAL ANCHO   X 25 (GRAVETAL)","1","26250.0"
"VR004","Varios","Unidad","1","COSTAL X ANCHO 1","1","1400.0"
"VR003-1","Varios","Unidad","1","COSTAL LARGO X 50 (BUFALO)","1","60000.0"
"VR003","Varios","Unidad","1","COSTAL LARGO X 1","1","1400.0"
"VR002-2","Varios","Unidad","1","COSTAL MEDIANO X 500","1","0.0"
"VR002-1","Varios","Unidad","1","COSTAL MEDIANO X 50 (CUIDO)","1","46800.0"
"VR002","Varios","Unidad","1","COSTAL MEDIANO X 1","1","1000.0"
"VR001","Varios","Unidad","1","TULA BLANCA (SECAR CAFÉ VIVERES)","1","23900.0"
"UC008-1","Varios","Unidad","1","SALERO REFISAL CAJA X 24","1","33500.0"
"V044","Vasos Desechables","Unidad","1","VASO 12 OZ CARTON X 25","1","4500.0"
"V043","Vasos Desechables","Unidad","1","COPA VENECIANA 8 OZ X 50 CON TAPA","1","41000.0"
"V042","Vasos Desechables","Unidad","1","COPA VENECIANA 5 OZ X 10 CON TAPA","1","5000.0"
"V041-1","Vasos Desechables","Unidad","1","MINI PACK M X 25 (POSTRE)","1","11900.0"
"V041","Vasos Desechables","Unidad","1","MINI PACK S X 25 (POSTRE)","1","10700.0"
"V040","Vasos Desechables","Unidad","1","COPA FLAUTA X 20","1","16500.0"
"V039","Vasos Desechables","Unidad","1","VASO 6 OZ CARTON X 50","1","5400.0"
"V038-1","Vasos Desechables","Unidad","1","VASO 12 OZ ICOPOR X 20","1","5500.0"
"V038","Vasos Desechables","Unidad","1","OREJA PARA VASO CARTON X 50","1","6200.0"
"V037-1","Vasos Desechables","Unidad","1","VASO 9 ONZ CARTON X TIR 25 CAJA 32","1","86400.0"
"V037","Vasos Desechables","Unidad","1","VASO 9 OZ CARTON X 25","1","3600.0"
"V036","Vasos Desechables","Unidad","1","VASO 7 OZ CARTON X 50","1","5700.0"
"V035-2","Vasos Desechables","Unidad","1","TAPA DE COPA 1.5 PANDA X 100","1","5900.0"
"V035-1","Vasos Desechables","Unidad","1","TAPA VASO 9-12 CARTON 9-10 TRANSPARENTE OZ X 50","1","5400.0"
"V035","Vasos Desechables","Unidad","1","TAPA VASO 14-16 TRANSPARENTE OZ X 50","1","5400.0"
"V032","Vasos Desechables","Unidad","1","TAPA COPA AGUARDIENTERA 1/2 y 1 OZ TTE X 50","1","2300.0"
"V031","Vasos Desechables","Unidad","1","VASO 22 OZ TTE X 25","1","9800.0"
"V030-2","Vasos Desechables","Unidad","1","COPA 1.5 PANDA X 100","1","5900.0"
"V030","Vasos Desechables","Unidad","1","COPA AGUARDIENTERA 1.5 OZ X 50","1","2300.0"
"V029","Vasos Desechables","Unidad","1","COPA AGUARDIENTERA 1/2 OZ X 50","1","2300.0"
"V028","Vasos Desechables","Unidad","1","COPA AGUARDIENTERA 1 OZ X 50","1","2300.0"
"V027-1","Vasos Desechables","Unidad","1","COPA VENECIANA 8 OZ X 20 CON TAPA","1","16400.0"
"V027","Vasos Desechables","Unidad","1","COPA VENECIANA 5 OZ X 20 CON TAPA","1","9400.0"
"V025","Vasos Desechables","Unidad","1","VASO CREMA PEQ X 12 ALU","1","0.0"
"V023-2","Vasos Desechables","Unidad","1","VASO 16 OZ TTE X 25","1","3600.0"
"V022-2","Vasos Desechables","Unidad","1","VASO 14 OZ TTE X 25","1","3400.0"
"V022-1","Vasos Desechables","Unidad","1","TAPA VIAJERA VASO CARTON 7 OZ X 50","1","4500.0"
"V022","Vasos Desechables","Unidad","1","VASO 9 COLOR X UNIDAD","1","100.0"
"V021","Vasos Desechables","Unidad","1","VASO 12 OZ TTE X 50","1","4900.0"
"V020","Vasos Desechables","Unidad","1","VASO 12 OZ COLOR X 50","1","4300.0"
"V019","Vasos Desechables","Unidad","1","VASO 10 OZ TTE X 50","1","4400.0"
"V018","Vasos Desechables","Unidad","1","VASO 10 OZ COLOR X 50","1","3950.0"
"V016","Vasos Desechables","Unidad","1","VASO 9 OZ COLOR X 50","1","3950.0"
"PNR014","Rollos de Precorte","Kg","1","PRECORTE 31 X 50 A.D","1","9200.0"
"PNR013","Rollos de Precorte","Kg","1","PRECORTE 40 X 60 A.D","1","9200.0"
"PNR012","Rollos de Precorte","Kg","1","PRECORTE 26 X 40 A.D","1","9200.0"
"PNR011","Rollos de Precorte","Kg","1","PRECORTE 24 X 34 A.D","1","9200.0"
"P002-2","Papelería","Unidad","1","ROLLO ETIQUETIADORA X 1 C","1","1300.0"
"NO010-1","Bolsas Negras","Unidad","1","DSIPONIBLE","1","0.0"
"M008-1","Varios","Unidad","1","ENDULZANTE PAPELETA LADIET X 50","1","4000.0"
"V015-1","Vasos Desechables","Unidad","1","VASO 9 OZ TTE X 40  TIRILLAS","1","139500.0"
"V015","Vasos Desechables","Unidad","1","VASO 9 OZ TTE X 50","1","4200.0"
"V014","Vasos Desechables","Unidad","1","VASO 8 OZ ICOPOR X 20","1","4700.0"
"V013-1","Vasos Desechables","Unidad","1","VASO 7 OZ TTE CAJA X 60 PAQUETES","1","156000.0"
"V013","Vasos Desechables","Unidad","1","VASO 7 Oz TTE X 50","1","2800.0"
"V012","Vasos Desechables","Unidad","1","VASO 7 OZ COLOR X 50","1","2800.0"
"V011","Vasos Desechables","Unidad","1","VASO 7 OZ BLANCO X 50","1","2500.0"
"V010-2","Vasos Desechables","Unidad","1","VASO 6 OZ ICOPOR BIOD.X 20","1","2600.0"
"V010","Vasos Desechables","Unidad","1","VASO 6 OZ ICOPOR X 20","1","3600.0"
"V009-1","Vasos Desechables","Unidad","1","VASO 6 OZ TTE X 50 CAJA X 60 PAQUETES","1","126000.0"
"V009","Vasos Desechables","Unidad","1","VASO 6 OZ TTE X 50","1","2800.0"
"V008-1","Vasos Desechables","Unidad","1","VASO 6 OZ COLOR X 50 CAJA X 60 PAQUETES","1","126000.0"
"V008","Vasos Desechables","Unidad","1","VASO 6 OZ COLOR X 50","1","2800.0"
"V007","Vasos Desechables","Unidad","1","VASO 6 OZ BLANCO X 50","1","2300.0"
"V006","Vasos Desechables","Unidad","1","VASO 4 OZ ICOPOR X 20","1","2600.0"
"V005","Vasos Desechables","Unidad","1","VASO 4 OZ CARTON X 50","1","4500.0"
"V004","Vasos Desechables","Unidad","1","VASO 3.5 BLANCO X 50","1","0.0"
"V003-1","Vasos Desechables","Unidad","1","VASO 3.5 OZ TTEX50(CAJA 80 TIRILLAS)","1","184000.0"
"V003","Vasos Desechables","Unidad","1","VASO 3.5 OZ TTE X 50","1","2600.0"
"V002","Vasos Desechables","Unidad","1","VASO 3.5 OZ TIMBRADO X 50","1","0.0"
"V001","Vasos Desechables","Unidad","1","VASO 3.5 OZ X 50 COLOR (TINTERO)","1","2400.0"
"UC009","Varios","Unidad","1","TOALLA DE COCINA X 3 ROLLOS","1","8300.0"
"UC008","Varios","Unidad","1","SALERO REFISAL X 1","1","1500.0"
"UC007","Varios","Unidad","1","ENCENDEDOR JERINGA X 1","1","5900.0"
"UC006-1","Varios","Unidad","1","ESPONJILLA ORO-PLATA X 12","1","6900.0"
"UC006","Varios","Unidad","1","ESPONJILLA RIOTO X 12","1","6500.0"
"UC005-1","Varios","Unidad","1","PEGA AZUL X 14","1","8600.0"
"UC005","Varios","Unidad","1","PEGA AZUL X 1","1","900.0"
"UC004","Varios","Unidad","1","TOALLA COCINA RENDIPEL X 100","1","17500.0"
"UC003","Varios","Unidad","1","CAUCHO LIDER X 10","1","6400.0"
"UC002","Varios","Unidad","1","CAUCHO OLLA FINO X 10","1","6300.0"
"UC001","Varios","Unidad","1","GUANTE INDUSTRIAL NEGRO","1","8600.0"
"TO011-2","Bolsa Transparente Opaca","Unidad","1","24 X 34 PLUS","1","39400.0"
"TO014","Bolsa Transparente Opaca","Unidad","1","100 X 24 X 1 CANASTILLA-LEGUMBRERA","1","20200.0"
"TO013","Bolsa Transparente Opaca","Unidad","1","24 X 34 X 50","1","13400.0"
"TO012","Bolsa Transparente Opaca","Unidad","1","23 X 31 DESPACHO LEGUMBRERIA","1","22900.0"
"TO011-1","Bolsa Transparente Opaca","Unidad","1","22 X 32 PLUS","1","31800.0"
"TO011","Bolsa Transparente Opaca","Unidad","1","20 X 25 PLUS","1","27500.0"
"TO010","Bolsa Transparente Opaca","Unidad","1","18 X 24 TRANSPARENTE BIODEGRADABLE","1","12200.0"
"TO009","Bolsa Transparente Opaca","Unidad","1","15 X 22 TRANSPARENTE BIODEGRADABLE","1","7500.0"
"TO008","Bolsa Transparente Opaca","Unidad","1","14 X 20 4 KILOS TRANSPARENTE BIODEGRADABLE","1","5200.0"
"TO007","Bolsa Transparente Opaca","Unidad","1","12 X 16 3 KILOS TRANSPARENTE BIODEGRADABLE","1","3500.0"
"TO006","Bolsa Transparente Opaca","Unidad","1","10 X 14 2 KILOS TRANSPARENTE BIODEGRADABLE","1","2700.0"
"TO005","Bolsa Transparente Opaca","Unidad","1","9 X 16 TRANSPARENTE BIODEGRADABLE","1","2900.0"
"TO004","Bolsa Transparente Opaca","Unidad","1","9 X 14 TRANSPARENTE BIODEGRADABLE","1","1900.0"
"TO003","Bolsa Transparente Opaca","Unidad","1","8 X 12 KILO (AREPAS) TRANSPARENTE BIODEGRADABLE","1","2000.0"
"TO002","Bolsa Transparente Opaca","Unidad","1","7 X 11 LIBRA TRANSPARENTE BIODEGRADABLE","1","1500.0"
"TO001","Bolsa Transparente Opaca","Unidad","1","6 X 9 MEDIA LIBRA TRANSPARENTE BIODEGRADABLE","1","1300.0"
"T056-1","Bolsa Transparente","Unidad","1","28 X 44 (CALIBRE 4) X 10 CAFÉ EN BABA","1","20000.0"
"T056","Bolsa Transparente","Unidad","1","28 X 44 (CALIBRE 4) X 1 CAFÉ EN BABA","1","2200.0"
"T055-1","Bolsa Transparente","Unidad","1","20 X 30","1","3000.0"
"T055","Bolsa Transparente","Unidad","1","20 X 30","1","19500.0"
"T054","Bolsa Transparente","Unidad","1","19 X 27 X 25 MARACUYA","1","21600.0"
"T053","Bolsa Transparente","Unidad","1","14 X 25 (CALIBRE 2) ARROBERA","1","27800.0"
"T052","Bolsa Transparente","Unidad","1","14 X 20 (CALIBRE 2)","1","20700.0"
"T051","Bolsa Transparente","Unidad","1","14 X 20 (CALIBRE 1.5)","1","14900.0"
"T050","Bolsa Transparente","Unidad","1","14 X 20 (CALIBRE 0.70)","1","10600.0"
"T049","Bolsa Transparente","Unidad","1","12 X 16 (CALIBRE 2)","1","19500.0"
"T048","Bolsa Transparente","Unidad","1","12 X 16 (CALIBRE 1.5)","1","11600.0"
"T047","Bolsa Transparente","Unidad","1","12 X 16 (CALIBRE 0.70)","1","6900.0"
"T046","Bolsa Transparente","Unidad","1","10 X 18 (2.0)","1","19800.0"
"T044","Bolsa Transparente","Unidad","1","10 X 14 ( CALIBRE 3)","1","13600.0"
"T043","Bolsa Transparente","Unidad","1","10 X 14 (CALIBRE 2)","1","10500.0"
"T042","Bolsa Transparente","Unidad","1","10 X 14 (CALIBRE 1.5)","1","11000.0"
"T041","Bolsa Transparente","Unidad","1","10 X 14 (CALIBRE 0.70)","1","4900.0"
"T040","Bolsa Transparente","Unidad","1","9 X 18 (TRAPERAS)","1","5300.0"
"T039-1","Bolsa Transparente","Unidad","1","9 X 16","1","9200.0"
"T039","Bolsa Transparente","Unidad","1","9 X 14 (1.5)","1","9000.0"
"T038","Bolsa Transparente","Unidad","1","9 X 14 (CALIBRE 0.70)","1","5000.0"
"T036","Bolsa Transparente","Unidad","1","8 X 18 0.70","1","4700.0"
"T034","Bolsa Transparente","Unidad","1","8 X 12 (CALIBRE 2)","1","7700.0"
"T033","Bolsa Transparente","Unidad","1","8 X 12 (CALIBRE 1.5)","1","5900.0"
"T032","Bolsa Transparente","Unidad","1","8 X 12 (CALIBRE 0.70)","1","3500.0"
"T031","Bolsa Transparente","Unidad","1","8 X 11 (1 5)","1","0.0"
"T030","Bolsa Transparente","Unidad","1","7 X 16","1","0.0"
"T029","Bolsa Transparente","Unidad","1","7 X 14 (CALIBRE 0.70)","1","3900.0"
"T027","Bolsa Transparente","Unidad","1","7 X 11 (CALIBRE 2)","1","5900.0"
"T026","Bolsa Transparente","Unidad","1","7 X 11 (CALIBRE 1.5)","1","4200.0"
"T025","Bolsa Transparente","Unidad","1","7 X 11 (CALIBRE 0.70)","1","2800.0"
"T024","Bolsa Transparente","Unidad","1","7 X 10 (1.5)","1","0.0"
"T023","Bolsa Transparente","Unidad","1","6 X 14 KILO TOMATE","1","3000.0"
"T021","Bolsa Transparente","Unidad","1","6 X 9 (CALIBRE 2)","1","3800.0"
"T020","Bolsa Transparente","Unidad","1","6 X 9 (CALIBRE 1.5)","1","2800.0"
"T019","Bolsa Transparente","Unidad","1","6 X 9 (CALIBRE 0.70)","1","1900.0"
"T018","Bolsa Transparente","Unidad","1","5 X 16","1","3200.0"
"T017","Bolsa Transparente","Unidad","1","5 X 14","1","2600.0"
"T016","Bolsa Transparente","Unidad","1","5 X 12","1","2300.0"
"T015","Bolsa Transparente","Unidad","1","5 X 10","1","2100.0"
"T014","Bolsa Transparente","Unidad","1","5 X 7","1","1200.0"
"T013","Bolsa Transparente","Unidad","1","4 X 16 HIELO","1","2000.0"
"T012","Bolsa Transparente","Unidad","1","4 X 14","1","1750.0"
"T010","Bolsa Transparente","Unidad","1","4 X 6 X 500 B.D","1","4900.0"
"T008","Bolsa Transparente","Unidad","1","3 X 14    PULPAS","1","1600.0"
"T007","Bolsa Transparente","Unidad","1","3 X 5 X 500","1","3850.0"
"T003-1","Bolsa Transparente","Unidad","1","2 X 10 X 50 B.D BOLIS","1","42500.0"
"T003","Bolsa Transparente","Unidad","1","2 X 10 X 1 B.D BOLIS","1","1000.0"
"T002-1","Bolsa Transparente","Unidad","1","2 X 8 X 50 B.D BOLIS","1","35000.0"
"T002","Bolsa Transparente","Unidad","1","2 X 8 X 1 B.D BOLIS","1","800.0"
"T001","Bolsa Transparente","Unidad","1","2 X 4 X 500 B.D","1","5500.0"
"RK013","Rollo por Kilos","Kg","1","ROLLO NEGRO ABRE 8 METROS CALIBRE 6","1","13900.0"
"RK012","Rollo por Kilos","Kg","1","ROLLO MARQUESINA ABRE 8 METROS CALIBRE 8 (0,67)","1","27400.0"
"RK011","Rollo por Kilos","Kg","1","ROLLO MARQUESINA ABRE 6 METROS CALIBRE 7 (1.02m)","1","27400.0"
"RK010","Rollo por Kilos","Kg","1","ROLLO TRANSPARENTE ABRE 4 METROS CALIBRE 6","1","14200.0"
"RK009","Rollo por Kilos","Kg","1","ROLLO TRANSPARENTE ABRE 3 METROS CALIBRE 4","1","14200.0"
"RK007","Rollo por Kilos","Kg","1","ROLLO NEGRO ABRE 6 METROS CALIBRE 6","1","12000.0"
"RK006","Rollo por Kilos","Kg","1","ROLLO NEGRO ABRE 4 METROS CALIBRE 6","1","9500.0"
"RK005","Rollo por Kilos","Kg","1","ROLLO NEGRO ABRE 3 METROS CALIBRE 4","1","7900.0"
"RK004","Rollo por Kilos","Kg","1","ROLLO NEGRO ABRE 2 METROS CALIBRE 6","1","8500.0"
"RK003","Rollo por Kilos","Kg","1","ROLLO MARQUESINA ABRE 8 METROS CALIBRE 6 (0.89m)","1","27400.0"
"RK002-1","Rollo por Kilos","Kg","1","ROLLO MARQUESINA ABRE 6 METROS CALIBRE 8 (0,89)","1","27400.0"
"RK002","Rollo por Kilos","Kg","1","ROLLO MARQUESINA ABRE 6 METROS CALIBRE 6 (1.19m)","1","27400.0"
"RK001","Rollo por Kilos","Kg","1","ROLLO MARQUESINA ABRE 4 METROS CALIBRE 6 (1.78m)","1","27400.0"
"PTR007","Rollos de Precorte","Kg","1","PRECORTE 15 X 22 A.D","1","0.0"
"PTO009","Rollos de Precorte","Kg","1","PRECORTE 16 X 24 TRANSPARENTE BIODEGRADABLE","1","14300.0"
"PTO008","Rollos de Precorte","Kg","1","PRECORTE 18 X 24 A.D","1","0.0"
"PTO007","Rollos de Precorte","Kg","1","PRECORTE 15 X 22 A.D","1","0.0"
"PTO006","Rollos de Precorte","Kg","1","PRECORTE 14 X 20 TRANSPARENTE BIODEGRADABLE","1","14300.0"
"PTO005","Rollos de Precorte","Kg","1","PRECORTE 12 X 16 TRANSPARENTE BIODEGRADABLE","1","14300.0"
"PTO004","Rollos de Precorte","Kg","1","PRECORTE 10 X 14 TRANSPARENTE BIODEGRADABLE","1","14300.0"
"PTO003","Rollos de Precorte","Kg","1","PRECORTE 8 X 12 TRANSPARENTE BIODEGRADABLE","1","14300.0"
"PP014-1","Polipropileno","Unidad","1","20 X 40 X 10 CUBREVESTIDO","1","4600.0"
"PP014","Polipropileno","Unidad","1","20 X 40 X 50","1","15500.0"
"PP012","Polipropileno","Unidad","1","20 X 30 X 10 CUBREVESTIDO","1","3800.0"
"PP011","Polipropileno","Unidad","1","18 X 24 X 10 CUBREVESTIDO","1","3200.0"
"PP010","Polipropileno","Unidad","1","14 X 20","1","13500.0"
"PP009","Polipropileno","Unidad","1","12 X 16","1","9400.0"
"PP008","Polipropileno","Unidad","1","10 X 14","1","7600.0"
"PP007","Polipropileno","Unidad","1","8 X 12","1","4900.0"
"PP006","Polipropileno","Unidad","1","7 X 14","1","5000.0"
"PP005","Polipropileno","Unidad","1","7 X 10","1","3300.0"
"PP003","Polipropileno","Unidad","1","5 X 8","1","1900.0"
"PP002","Polipropileno","Unidad","1","4 X 8","1","1650.0"
"PNR010","Rollos de Precorte","Kg","1","PRECORTE 20 X 30 A.D","1","8800.0"
"PNR009","Rollos de Precorte","Kg","1","PRECORTE 18 X 24 A.D","1","8800.0"
"PNR008","Rollos de Precorte","Kg","1","PRECORTE 16 X 24 A.D","1","8800.0"
"PNR007","Rollos de Precorte","Kg","1","PRECORTE 15 X 22 A.D","1","8800.0"
"PNR006","Rollos de Precorte","Kg","1","PRECORTE 14 X 20 A.D","1","8800.0"
"PNR005","Rollos de Precorte","Kg","1","PRECORTE 12 X 16 A.D","1","8800.0"
"PNR004","Rollos de Precorte","Kg","1","PRECORTE 10 X 14 A.D","1","8800.0"
"PNR003","Rollos de Precorte","Kg","1","PRECORTE 8 X 12 A.D","1","8800.0"
"PNR002","Rollos de Precorte","Kg","1","PRECORTE 7 X 10 A.D","1","8900.0"
